image_id,context,category,image_name,label
landslides_11,"ঝড় ড্যানিয়েল সোমবার থেকে গ্রিসে তাণ্ডব চালাচ্ছে। দেশটির উত্তরাঞ্চলে প্রাণঘাতী এক দাবানলের কয়েকদিন পরই শুরু হওয়া এ প্রাকৃতিক দুর্যোগে বিভিন্ন স্থানে ভূমিধস ঘটছে, একটি সেতু ধ্বংস হয়েছে, বৈদ্যুতিক খুঁটি উপড়ে পড়েছে এবং বহু গাড়ি কাদাপানির স্রোতে ভেসে গেছে।",Landslides,landslides_11.jpg,Moderate
landslides_12,আইল অফ উইটে একটি বিশাল ভূমিধস কয়েক ডজন লোককে ঘর ছাড়া করেছে কারণ তাদের সম্পত্তি হঠাৎ করে সমুদ্রে ধসে পড়ার খুব কাছাকাছি চলে এসেছে। ভেন্টনরের কাছে বনচার্চে বিশাল ভূমিধ্বসের কারণে পাহাড়ের বিশাল অংশ ধসে পড়ে। ,Landslides,landslides_12.jpg,Moderate
landslides_13,"অবিরাম বৃষ্টির কারণে শুক্রবার পূর্ব সামার প্রদেশের টাফ্ট পৌরসভায় তিনটি ভূমিধসের সূত্রপাত হয়, আংশিকভাবে দুটি যানবাহন চাপা পড়ে এবং একটি প্রধান রাস্তা অবরুদ্ধ করে। ",Landslides,landslides_13.jpg,Moderate
landslides_14,"ফিলিপাইনের দাভাও অঞ্চলের কিছু অংশ নিম্নচাপের কারণে ভূমিধস ও বন্যার সম্মুখীন হয়েছে। নিউ বাটান, দাভাও দে ওরো, পূর্বনির্ধারিত স্থানান্তর দেখেছে, যখন পুরক ৬, বারংয়ে মাগাঙ্গিত-এ দুর্গম রাস্তাগুলি রিপোর্ট করা হয়েছে। ",Landslides,landslides_14.jpg,Moderate
landslides_15,"মিন্দানাও জুড়ে কয়েক সপ্তাহের প্রতিকূল আবহাওয়ার কারণে, মনকায়ো শহরে একটি ভূমিধস ঘটেছে, যা মাইনস অ্যান্ড জিওসায়েন্স ব্যুরো থেকে ব্যাপক ভূমিধসের সম্ভাবনা সম্পর্কে সতর্কতা জারি করেছে।",Landslides,landslides_15.jpg,Minimal
landslides_16,ভারী বর্ষণের ফলে সৃষ্ট একটি ভূমিধসে দুইজন নিহত হয়েছে এবং লেইতে মহাপ্লাগে একটি রাস্তার একটি অংশ ধসে পড়েছে। ভূমিধসে নিহতদের মধ্যে আছেন একজন ৬৭ বছর বয়সী নারী এবং ৬২ বছর বয়সী একজন নারী।,Landslides,landslides_16.jpg,Severe
landslides_17,ফিলিপাইনের উত্তর মিন্দানাও অঞ্চলে ভূমিধসে অন্তত ৫ জনের মৃত্যু হয়েছে। টাইফুন নেসাত (ফিলিপাইনে নেনেং নামে পরিচিত) এর জন্য আসা অগ্রিম ভারী বৃষ্টি দেশের উত্তরাঞ্চলে বন্যা ও ভূমিধসের সৃষ্টি করেছে।,Landslides,landslides_17.jpg,Severe
landslides_18,টাইফুন মাংখুত এর আঘাতের পর বৃহস্পতিবার মধ্য ফিলিপাইনে মৌসুমি বর্ষণে ভূমিধসে ছয়জন নিহত এবং কয়েক ডজন নিখোঁজ হয়েছে।,Landslides,landslides_18.jpg,Severe
landslides_19,ফিলিপাইনের উত্তরাঞ্চলে ভূমিধসে কয়েক ডজন মানুষ চাপা পড়েছে। ,Landslides,landslides_19.jpg,Moderate
landslides_20,"বেনগুয়েট প্রদেশের বারাঙ্গে উকাবে, সপ্তাহান্তে টাইফুন মাংখুট (স্থানীয়ভাবে টাইফুন ওমপং নামে পরিচিত) দ্বারা সৃষ্ট একটি বড় ভূমিধস, ১০০ জন খনি শ্রমিকের বাসস্থানকে মাটিচাপা দিয়েছে।",Landslides,landslides_20.jpg,Severe
landslides_21,ভারি বর্ষণের কারণে বৃহস্পতিবার রাতে কাগায়ানের ক্লাভেরিয়ায় ইউনিয়ন ও লাবলাবিগের সীমানা বরাবর ব্যাপক ভূমিধসের ঘটনা ঘটে। শুক্রবার পর্যন্ত এলাকাটি চলাচলের অযোগ্য হয়ে পরে থাকে।,Landslides,landslides_21.jpg,Mild
landslides_22,প্রবল বৃষ্টিতে ভূমিধ্বসের কবলে ভারতের পশ্চিমবঙ্গের সিকিম অঞ্চল। ফলে যান চলাচল বন্ধ হয়ে বিপাকে পড়েছেন শত শত পর্যটক। ধ্বসের কবলে পড়ে এক শ্রমিকের মৃত্যুও হয়েছে বলে জানা গেছে। ধ্বস নামে পাহাড়ে।,Landslides,landslides_22.jpg,Moderate
landslides_23,প্রবল বৃষ্টিতে নাজেহাল উত্তরবঙ্গ। প্রবল বৃষ্টি ও ধসের জেরে ১০ নম্বর জাতীয় সড়ক ২৯ মাইল এলাকার কাছে অবরুদ্ধ হয়ে পড়েছে। সিকিম-কালিম্পং-ডুয়ার্সের মধ্যে সড়ক যোগাযোগ স্তব্ধ হয়ে আছে বৃষ্টি ও ধসের জন্য।,Landslides,landslides_23.jpg,Severe
landslides_24,বিগত কয়েক দিন নেপালে টানা বৃষ্টিপাতের জেরে মঙ্গলবার সত্যবতী গ্রামীন পৌরসভার ৩ নং ও ৪ নং গ্রামে ভূমিধস নামে। এই ভূমিধস চাপা পড়ে যায় ওই অঞ্চলের বেশ কয়েকটি বাড়ি। ওই এলাকার বাসিন্দারা ত্রাণ শিবিরে আশ্রয় নিয়েছে। ওই এলাকায় আবারও ধ্বস নামার আশঙ্কা রয়েছে।,Landslides,landslides_24.jpg,Moderate
landslides_25,"গত কয়েকদিন ধরেই প্রবল বৃষ্টি হচ্ছে অরুণাচল প্রদেশ। এবার প্রবল বৃষ্টিতে ধস নামল ভালুকপং থেকে তাওায়াং যাওয়ার রাস্তায়। এই ভূমিধসের জেরে বন্ধ হয়ে গিয়েছে তাওয়াং যাওয়ার প্রধান রাস্তা। সূত্রের খবর, ধসের জেরে বন্ধ হয়ে গিয়েছে প্রকল্পের টানেল। ",Landslides,landslides_25.jpg,Mild
landslides_26,সিকিমে টানা বৃষ্টির জেরে ভয়ঙ্কর ভূমিধসে ধ্বংসস্তুপের নীচে আটকে পড়েছিলেন ৮ জন শ্রমিক। বৃষ্টির দাপট ক্রমেই বাড়তে থাকায় উদ্ধারকার্য শুরু করতেও বেশ বেগ পেতে হয় সেনাদের। ,Landslides,landslides_26.jpg,Moderate
landslides_27,"চট্টগ্রামের পার্বত্য জেলায় ভূমিধসে ভয়াবহ মানবিক বিপর্যয় এবং হতাহতের ঘটনা। ভুক্তভোগীরা বলেন, এ পর্যন্ত পাহাড় ভূমিধসে এবং প্রবল বর্ষণে পার্বত্য অঞ্চলে যে মৃত্যুর মিছিল দেখা যাচ্ছে তার পেছনে প্রশাসনিক গাফিলতিই মুখ্য বলে মনে হয়। ",Landslides,landslides_27.jpg,Severe
landslides_28,"রাতভর অবিরাম বর্ষণে চট্টগ্রাম, রাঙ্গামাটি ও বান্দরবানের পাহাড়ি এলাকায় ভূমিধসের ঘটনা ঘটেছে। ৩টি জেলায় ধারাবাহিক ভূমিধসে ৪ সেনা সদস্যসহ অন্তত ১৩০ জন নিহত হয়েছে",Landslides,landslides_28.jpg,Severe
landslides_29,"চট্টগ্রাম, বান্দরবান এবং কক্সবাজারে অনুসন্ধান পুনরায় শুরু হওয়ার সাথে সাথে আটটি লাশ উদ্ধার করা হয়েছে, যেখানে ভূমিধস এবং আকস্মিক বন্যায় মৃতের সংখ্যা ১৪১ জনে পৌঁছেছে।",Landslides,landslides_29.jpg,Catastrophic
landslides_30,"পার্বত্য জেলা রাঙ্গামাটিতে ১৩ জুন ২০১৭ তারিখে অবিরাম বর্ষণে রাঙামাটির সদর, কাউখালী, কাপ্তাই এবং বিলাইছড়ি উপজেলায় ৩৫ জনের ভূমিধসে মৃত্যু হয়েছে। নিহতদের অধিকাংশই নারী ও শিশু।",Landslides,landslides_30.jpg,Severe
landslides_31,"ভূমিধসে সম্ভাব্য প্রাণহানি এড়াতে বর্ষা মৌসুমের আগে রবিবার জেলা প্রশাসন বন্দর শহরের বিভিন্ন পাহাড়ি এলাকায় উচ্ছেদ অভিযান শুরু করেছে, ইউএনবি রিপোর্ট করেছে।",Landslides,landslides_31.jpg,Minimal
landslides_32,রাঙ্গামাটি বাংলাদেশের বাকি অংশ থেকে বিচ্ছিন্ন। রাঙামাটিতে নজিরবিহীন ভূমিধস যা সুরম্য পাহাড়ি শহর থেকে আসা এবং যাওয়ার গুরুত্বপূর্ণ সড়ক অবকাঠামোকে ক্ষতিগ্রস্ত করেছে। ,Landslides,landslides_32.jpg,Mild
landslides_33,ভারী বর্ষণে পার্বত্য চট্টগ্রাম অঞ্চলে ভূমিধস হয়েছে। ঘটনাটি স্থানীয় পরিবহন ব্যাহত করেছে এবং বাসিন্দাদের নিরাপত্তা নিয়ে উদ্বেগ তৈরি করেছে।,Landslides,landslides_33.jpg,Mild
landslides_34,"বান্দরবানের থানচি উপজেলায় ভারি বর্ষণে ভূমিধসের কারণে একটি সড়ক ধসে পড়েছে এবং এ অঞ্চলে ব্যাপক বিঘ্ন সৃষ্টি করেছে। স্থানীয় কর্তৃপক্ষ দ্রুত পরিস্থিতির প্রতি সাড়া দিচ্ছে, ধ্বংসাবশেষ মুছে ফেলার এবং ক্ষতিগ্রস্ত এলাকায় প্রবেশাধিকার পুনরুদ্ধারের প্রচেষ্টা চালাচ্ছে। ",Landslides,landslides_34.jpg,Moderate
landslides_35,ব্রাজিলে প্রবল বৃষ্টিতে কমপক্ষে ৩৫ জনের প্রাণহানি হয়েছে। অতিবর্ষণের ফলে ভূমিধ্বসে এ প্রাণহানির ঘটনা ঘটে বলে জানা যায়। শুক্রবার (২৭মে) ও শনিবার (২৮মে) টানা দুই দিনের ভারী বৃষ্টিপাতের কারণে দেশটির উত্তর-পূর্বাঞ্চলীয় এলাকায় ভূমিধ্বসের ঘটনা ঘটে।,Landslides,landslides_35.jpg,Severe
landslides_36,"কর্মকর্তারা বলছেন, মধ্য কলোম্বিয়ার মানিজালেস শহরে ভারী বৃষ্টির কারণে সৃষ্ট ভূমিধসে কমপক্ষে ১৭ জন নিহত হয়েছে। কাদা এবং পাথর খাড়া পাহাড়ে নির্মিত বেশ কয়েকটি অনিশ্চিত বাড়ি ধ্বংস করেছে। ",Landslides,landslides_36.jpg,Severe
landslides_37,"রাঙ্গামাটির বিভিন্ন আশ্রয়কেন্দ্রে অপ্রতুল খাবার, পানি, ওষুধ এবং অন্যান্য সুযোগ-সুবিধা নিয়ে ভূমিধস-দুর্গত মানুষেরা তাদের বসতবাড়ি মাটির গভীরে চাপা দিয়ে আগামী দিনগুলো তাদের জন্য কেমন হবে তা কল্পনা করা কঠিন।",Landslides,landslides_37.jpg,Moderate
landslides_38,"পেরু 🇵🇪-তে, ২৩/০২/২০১৮ তারিখে একটি ঘূর্ণিঝড় ভূমিধসে নামে পরিচিত ""লুসকো"" ঘটেছে। তথ্য পেতে এবং প্রয়োজনে সতর্ক থাকুন।।আমাদের চিন্তাভাবনা ক্ষতিগ্রস্তদের সাথে। #ল্যান্ডস্লাইড #পেরুসতর্কতা #সুরক্ষিতথাকুন 🌍",Landslides,landslides_38.jpg,Mild
landslides_39,মঙ্গলবার সন্ধ্যায় ইকুয়েডরে একটি ভূমিধসে সহীত অফিসিয়াল মৃত্যুধারা অন্তত আট জনে বাড়ল এবং এলাউসি শহরের একটি ষোলার উপর ধসে গিয়েছে একটি স্টেডিয়াম। #ল্যান্ডস্লাইড #ইকুয়াডর #অসুরক্ষিত,Landslides,landslides_39.jpg,Severe
landslides_40,"একটি বিস্ময়কর আপডেটে, একটি বায়বীয় দৃশ্য ২৮ মার্চ, ২০২৩-এ ইকুয়েডরের আলাউসিতে ভূমিধসের ফলে সৃষ্ট ব্যাপক ক্ষয়ক্ষতিকে ক্যাপচার করেছে। এর পরের ঘটনাটি ক্ষতিগ্রস্ত সম্প্রদায়ের মুখোমুখি হওয়া ধ্বংস এবং চ্যালেঞ্জের মাত্রা প্রকাশ করে। #আলাউসি_ল্যান্ডস্লাইড #ইকুয়েডর_জরুরি #এরিয়ালভিউ #কমিউনিটিরেজিলিয়েন্স 🚨",Landslides,landslides_40.jpg,Mild
landslides_41,"২৮ শে মার্চ, ২০২৩-এ ধারণ করা বায়বীয় ফুটেজ ইকুয়েডরের আলাউসিতে একটি ভূমিধসের গভীর প্রভাবকে প্রকাশ করে। ভিজ্যুয়াল ডকুমেন্টেশন প্রতিক্রিয়া প্রচেষ্টার জরুরী উপর জোর দিয়ে প্রভাবিত এলাকার একটি স্পষ্ট চিত্রায়ন প্রদান করে। #আলাউসি_ল্যান্ডস্লাইড #ইকুয়েডর_জরুরি #এরিয়ালপারস্পেক্টিভ #কমিউনিটিরেজিলিয়েন্স 🆘",Landslides,landslides_41.jpg,Moderate
landslides_42,"তাজতঃ ঘটনা। কাবালে-কাতুনা রোডের এক অংশ, খিওন্যো এলাকায়, ভারী ল্যান্ডস্লাইডের প্রতিরোধে পুরোটা পড়েছে। রোড ব্যবহারকারীদেরকে এনটুঙ্গামো-মিরামা হিলস রোড ব্যবহার করতে উৎসাহিত করা হচ্ছে যাত্রীবাহীগণকে রুয়ান্ডে যোগান। বিস্তারিত প্রকাশ হবে 🚨🛣️ #ট্র্যাফিকসতর্কতা #মনিটরআপডেট",Landslides,landslides_42.jpg,Moderate
landslides_43,"২৪ জুলাই, ২০১৯ তারিখে, দক্ষিণ-পশ্চিম চীনের গুইঝো প্রদেশের লিউপানশুই শহরের শুইচেং কাউন্টির জিচাং টাউনশিপের পিংডি গ্রামে একটি ভূমিধসের ঘটনা ঘটে। ২৪ জুলাই, ২০১৯ তারিখে দক্ষিণ-পশ্চিম চীনের গুইঝোতে মঙ্গলবার ভূমিধসের কারণে মৃতের সংখ্যা বেড়ে ১৩ জনে দাঁড়িয়েছে।",Landslides,landslides_43.jpg,Severe
landslides_44,"ইকুয়েডরের আন্দিয়ান অঞ্চলে ভারী বৃষ্টিপাতের ফলে সৃষ্ট ভূমিধসে কমপক্ষে সাতজন নিহত, ২৩ জন আহত এবং প্রায় ৫০ জন নিখোঁজ, দেশটির ঝুঁকি সংস্থা সোমবার টুইটারে একটি সংশোধিত প্রতিবেদনে বলেছে। এর আগে, সংস্থাটি জানিয়েছে যে ইকুয়েডরের চিম্বোরাজো প্রদেশের আলাউসি শহরে ভূমিধসের ফলে ১৬ জনের মৃত্যু হয়েছে। #ভূমিধস 💔 #ইকুয়েডর 🇪🇨 #আন্দিয়ান 🏞️ #সুরক্ষা 🚑 #ঝুঁকি 🚨 #প্রাণসংরক্ষণ 🙏 😢",Landslides,landslides_44.jpg,Severe
landslides_45,দক্ষিণ মালাউই এবং মোজাম্বিকের বাসিন্দারা গ্রীষ্মমন্ডলীয় ঘূর্ণিঝড় ফ্রেডির কারণে সৃষ্ট ভূমিধসে মধ্য দিয়ে বাছাই করায় আগামী দিনে আরও হতাহতের ঘটনা ঘটতে পারে বলে কর্তৃপক্ষের আশঙ্কা।,Landslides,landslides_45.jpg,Minimal
landslides_46,"প্রবল ভূকম্প নয় এবং আশঙ্কিত এলাকা থেকে কুমামোটো প্রিফেকচার এবং চারপাসে আশঙ্কিত ভূমিভ্রষ্টতার শুরু হয়েছে এপ্রিল ১৪ এবং ১৬ তারিখে। পাবলিক ব্রডকাস্টার এনএইচকে রিপোর্ট করে যে ১৮ এপ্রিল সকালের সময়ে জড়িত এই ভূমিকম্প নয় এখনও ৪২ জনকে মারেছে, এবং প্রায় ১০ জনও অবশ্য পাওয়া যাচ্ছে না। প্রায় ২০০,০০০ বাসিন্দা তাদের বাড়ি থেকে বাড়ি চড়াচড়ি আসা অস্থিতিগ্রস্ত এলাকা🏞️ #ভূমিভ্রষ্টতা 🏚️ #জীবনসুরক্ষা 🤲 #মারা 💔 #অস্থিতিগ্রস্ত 🏡 #আতঙ্কিত 🚨 #বৃহত্তরভূমিকম্প 🌍 #আঘাতগ্রস্ত 🚑 #জড়িতএলাকা 🏚️ #ভূমিকম্প 🌐 #বিপর্যস্তাধীন 🤝 #আফটারশক 🚨",Landslides,landslides_46.jpg,Severe
landslides_47,"কাবালে-কাতুনা রোডের এক অংশ ক্যোনিও ইন কাতুনা টাউন কাউন্সিল কাবালে জেলায় ভূমিধ্বস হয়েছে, যা রোড ব্যবহারকারীদের জন্য পুলিশের একটি সতর্কতা জারি করতে উৎসাহিত করছে। রোডটি শনিবার বৃহস্পতিবার রাত ১টায় ভারী বৃষ্টির পরে ভারী ছেঁকে যায়। উগান্ডা পুলিশ ফোর্স থেকে একটি টুইটে দেখানো হয়েছে যে, পুলিশ হালকা ট্রাফিককে নতুনভাবে সম্পূর্ণ করা হলো এনটুঙ্গামো-মিরামা পাহাড় রোডে যেতে নির্দেশ দেওয়ার জন্য সতর্কতা চিহ্ন প্রদান করেছে যাত্রীবাহীগণকে রুয়ান্ডে সংযোজন করার জন্য। #ভূমিসঙ্কট 🏞️ #রোডধ্বংস 💔 #সতর্কতা 🚨 #বৃষ্টি ☔ #পুলিশসতর্কতা 🚓 #নতুনরোড 🛣️ #ইউগান্ডাপুলিশ 🇺🇬 #কাবালে 🏞️ #কাতুনা 🌆 #সংযোজন 🤝",Landslides,landslides_47.jpg,Mild
landslides_48,"একটি অদূরবর্তী মেক্সিকান পাহাড়ি শহর, সান্তা মারিয়া ডে টলাহুইটোলটেপেকে একটি মাটির স্লাইডটি প্রাথমিকভাবে হাজারগুলি মানা হয়েছিল। পরবর্তীতে প্রকাশ হয়েছে যে এই দুর্যোগের প্রমাণগুলির মাত্রা ছবির মধ্যে বাড়ানো হয়েছিল। #ভূমিধস 🏞️ #মেক্সিকো 🇲🇽 #দুর্যোগ 🌪️ #প্রতিদিনেরসত্য 📰 #মূল্যায়নকরা 💬 #ভূমিকম্পসতর্কতা 🚨 #সতর্কতা 🚷 #মিথ্যাচিত্রণ 🚫",Landslides,landslides_48.jpg,Minimal
landslides_49,"গ্রেট পাপুয়ান ভূমিকম্পের পর, পাপুয়া নিউ গিনির হেলা প্রদেশ হাইডস গ্যাস কন্ডিশনিং প্ল্যান্টের কাছে ভূমিধস এবং রাস্তার ক্ষতির প্রভাবের সাথে লড়াই করছে। ভূমিকম্পের ঘটনা, যা সম্প্রতি ঘটেছিল, তার প্রেক্ষিতে ধ্বংসের পথ রেখে গেছে। প্রতিবেদনগুলি ইঙ্গিত করে যে ভূমিধস ঘটেছে, যার ফলে কৌশলগতভাবে গুরুত্বপূর্ণ হাইডস গ্যাস কন্ডিশনিং প্ল্যান্টের কাছে উল্লেখযোগ্য রাস্তার ক্ষতি হয়েছে। ক্ষয়ক্ষতির পরিমাণ স্থানীয় কর্তৃপক্ষ নিরূপণ করছে। #মহাবুক্তপাপুয়ানভূমি 🌍🚨 #হেলা প্রদেশ 🏞️ #গোলিয়াঁপ্রভাব 🏔️🚧",Landslides,landslides_49.jpg,Mild
landslides_50,"গিহেম্বে ক্যাম্প, যেখানে ২৪ বছর ধরে ১২০০০ কঙ্গোলি শরণার্থী রয়েছে, সাম্প্রতিক ভূমিধসের ঘটনার কারণে বন্ধ হয়ে গেছে। এই সোমবার, বাকী ৯১১ শরণার্থীকে মহামা ক্যাম্পে স্থানান্তরিত করা হয়েছে গিহেম্বে থেকে সম্ভাব্য বিপর্যয় রোধ করার জন্য, যেটি একটি উচ্চ ঝুঁকিপূর্ণ এলাকায় পরিণত হয়েছিল। #আরবিএনিউজ #মহাপাপুয়ানঅবক্ষয় 🌍 #হিলা 🏞️ #ল্যান্ডস্লাইড 🏔️ #রাস্তাক্ষতি 🛣️ #জনসংযোগ 🤝",Landslides,landslides_50.jpg,Mild
landslides_51,#সর্বশেষ ⚠️ #ইঞ্জেমেট-এর বিশেষজ্ঞরা ভূমিধসে ক্ষতিগ্রস্ত কুস্কোর চুম্বিভিলকাস প্রদেশের লুস্কো জেলায় প্রযুক্তিগত পরিদর্শন করেন,Landslides,landslides_51.jpg,Minimal
landslides_52,"৪১+৮০০ কিমি, প্রাদেশিক রোড ১২৯, না কে গ্রামে, হং থু কমিউন, সিন হো জেলার (লাই চাউ), নেতিবাচক ঢালে একটি বড় ভূমিধস ঘটেছে। #ল্যান্ডস্লাইডএলার্ট 🚧 #সুরক্ষা_প্রথম 🛑 #প্রভিন্সিয়াল_রোড_১২৯ 🛣️ #সিন_হো_জেলা 🏞️ #হং_থু_পৌরসভা 🌍 #লাই_চাউ_প্রদেশ #জরুরী_প্রতিক্রিয়া ⚠️ #প্রাকৃতিক_দুর্যোগ 🌊",Landslides,landslides_52.jpg,Moderate
landslides_53,"থাইল্যান্ডের চিয়াং রাইতে একটি শক্তিশালী ভূমিকম্পের পরে, একটি উল্লেখযোগ্য ভূমিধসের খবর পাওয়া গেছে, যার ফলে রাস্তাটি ভেঙে গেছে। ভূমিধসের কারণ বলে মনে করা সিসমিক কার্যকলাপ, এর প্রেক্ষিতে ধ্বংসের একটি পথ রেখে গেছে। স্থানীয় কর্তৃপক্ষ পরিস্থিতি মূল্যায়ন করছে, বাসিন্দাদের সতর্ক থাকার আহ্বান জানিয়েছে এবং অবকাঠামোর উপর প্রভাব মোকাবেলা করতে এবং জননিরাপত্তা নিশ্চিত করতে জরুরি প্রতিক্রিয়া ব্যবস্থা শুরু করছে। এই ঘটনাটি ভূতাত্ত্বিক বিপদের জন্য এই অঞ্চলের দুর্বলতাকে হাইলাইট করে যা ভূমিকম্পের ঘটনা দ্বারা সৃষ্ট। আরও আপডেটের জন্য থাকুন। #চিয়াংরাই_ভূমিকম্প #ল্যান্ডস্লাইড সতর্কতা 🚨",Landslides,landslides_53.jpg,Moderate
landslides_54,"বুলডোজার এবং স্নিফার কুকুর নিয়ে জাপানি উদ্ধারকর্মীরা শুক্রবার কাদা দিয়ে ঝাঁকুনি দিয়েছিলেন একটি শক্তিশালী ভূমিকম্পের পরে বাড়িঘর চাপা পড়ে যাওয়া ভূমিধসে বেঁচে যাওয়া ব্যক্তিদের খুঁজে বের করার জন্য, কারণ মৃতের সংখ্যা বেড়ে দাঁড়িয়েছে ১৮। উত্তরের ছোট গ্রামাঞ্চলীয় শহর আতসুমায় এখনও প্রায় ২২ জন লোকের হিসাব পাওয়া যায়নি , যেখানে ৬.৬-মাত্রার ভূমিকম্পে একটি পাহাড়ি ভূমি ধসে পড়লে একটি গুচ্ছ বাসস্থান ধ্বংস হয়ে যায়, যার ফলে ল্যান্ডস্কেপে গভীর বাদামী দাগ দেখা দেয়। #ল্যান্ডস্লাইডট্র্যাজেডি #সার্চএন্ডরিসকিউ 🚑 #আটসুমা_টাউন #ভূকম্পপ্রতিক্রিয়া #প্রাকৃতিকদুর্যোগ #সুবিধারজন্যনির্ভর",Landslides,landslides_54.jpg,Severe
